,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
605,18511,argentina 's president didnt <unknown> a jewish child to avoid becoming a <unknown> so what,,according to the real legend of the <unknown> or <unknown> it is only the seventh,agree,agree
606,18516,flight delayed due to rampaging scorpion         ,,              ,agree,agree
607,18537,<unknown> woman a fake           ,she had a third <unknown>,the woman who claimed she had a third <unknown> has been proved a hoax ,agree,agree
608,18543,woman <unknown> by scorpion on alaska airlines flight       ,,the plane returned to the gate and medics checked the woman she declined additional medical,agree,agree
609,18644,justin bieber <unknown> saves russian man from bear attack      ,ordeal <unknown> 's phone which,during the ordeal <unknown> 's phone which has bieber 's baby as the <unknown> went,agree,agree
610,18660,people actually believed <unknown> president adopted a jewish boy to stop his change into a,is not in any way,the local myth of the <unknown> is not in any way connected to the custom,agree,agree
611,18723,the men caught <unknown> and wolf <unknown> their own mothers hilarious tv show <unknown> women,,the peruvian tv show harassing your mother performs secret <unknown> on the mothers of <unknown>,agree,agree
612,18724,angry aunt who sliced off <unknown> <unknown> penis facing five years in jail  ,,<unknown> was sitting on the toilet sending text messages to her boyfriend when the <unknown>,agree,agree
613,18774,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,,there 's apparently an obscure bit of argentinian <unknown> that states the seventh son born,agree,agree
614,18806,when street <unknown> realize the women they 're <unknown> are their <unknown> in disguise ,,the mother then turns around and walks up to her son the realization that he,agree,agree
615,18855,woman who claimed to have surgery to add third <unknown> exposed as hoaxer  ,,the <unknown> was eventually recovered and two people were arrested for stealing several bags off,agree,agree
616,18857,<unknown> did not accuse bill <unknown> of <unknown> or rape its a hoax  ,and journalist spoke with cnn,<unknown> <unknown> a former actress music industry publicist and journalist spoke with cnn on monday,agree,agree
617,18925,man 's girlfriend <unknown> acid on his penis after he <unknown> recorded their sex session,,<unknown> <unknown> <number> used his laptop to film himself having sex with his <unknown> girlfriend,agree,agree
618,18952,scorpion <unknown> delays oregon state flight         ,,woman <unknown> by a scorpion on plane a woman was <unknown> by a scorpion on,agree,agree
619,18986,microsoft to buy <unknown> creator <unknown> for <unknown>       ,,the deal would be valued at more than <number> billion and could be signed as,agree,agree
620,19016,dear sandwich <unknown> man 's hilarious response to <unknown> sign posted on his office 's,,the frustrated worker posted a sign on the <unknown> saying to the person who keeps,agree,agree
621,19033,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,,<unknown> died around <number> am sunday after she was hit by a <unknown> trailer near,agree,agree
622,19072,justin bieber saves man from bear attack        ,,reports of more attacks in <unknown> bears on people <unknown> <unknown> <unknown> <unknown> ignored they,disagree,disagree
623,19139,justin bieber <unknown> saves man being <unknown> by bear      ,ordeal <unknown> 's phone which,during the ordeal <unknown> 's phone which has bieber 's baby as the <unknown> went,agree,agree
624,19156,twitter messages attributed to lisa <unknown> was hoax manager says     ,,was <unknown> who played <unknown> 's daughter <unknown> on the <unknown> show from <number> to,agree,agree
625,19157,teen <unknown> <unknown> wakes up during brain surgery asks how its going   ,<number> was midway through the,<unknown> <unknown> <number> was midway through the procedure to have a <unknown> growth removed from,agree,agree
626,19295,<unknown> cat to undergo gender <unknown> surgery        ,,murphy was shocked to find out that her new <unknown> was in fact a <unknown>,agree,agree
627,19299,fake lisa <unknown> tweet on <unknown> scandal fools major media outlets    ,,i can assure you that is not her twitter account and i have had the,agree,agree
628,19320,<unknown> <unknown> dubbed <unknown> photographed <unknown> beneath the waters in <unknown>    ,,despite winter 's claim most likely the <unknown> photo is just the results of some,disagree,disagree
629,19332,china penis <unknown> cruel aunt <unknown> <unknown> <unknown> 's genitals as punishment   ,aunt cut her <unknown> <unknown>,a <unknown> aunt cut her <unknown> <unknown> penis off when he burst in on her,agree,agree
630,19370,<unknown> teenager wakes up during brain surgery talks to doctor     ,,she <unknown> on her facebook page that the operation was successful and there was nothing,agree,agree
631,19379,no argentina 's president did not <unknown> a jewish child to stop him turning into,the <unknown> is referred to,in argentina the <unknown> is referred to as el <unknown> in <unknown> it goes by,disagree,disagree
632,19402,<unknown> it going teen wakes up during brain surgery      ,went through this serious procedure,<unknown> <unknown> <number> went through this serious procedure at central clinical hospital in <unknown> <unknown>,agree,agree
633,19481,korean <unknown> hair sucked up into robot vacuum       ,vacuum had a <unknown> with,the problematic robot vacuum had a <unknown> with a <unknown> inside which <unknown> and <unknown>,agree,agree
634,19531,justin bieber <unknown> <unknown> bear saves russian fisherman       ,bear <unknown> <unknown> face and,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
635,19547,<unknown> <unknown> found dead but still makes it to family movie night   ,,the site wrote <unknown> <unknown> founder and chief creative officer of <unknown> <unknown> was found,agree,agree
636,19561,florida woman gets third <unknown> surgically <unknown>        ,,i do n't want to date anymore <unknown> <unknown> told orlando 's real radio <number>,agree,agree
637,19586,angry passenger tossed off plane after crew wishes him merry christmas    ,,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
638,19642,wife chopped her husband 's penis off after she discovered he had <unknown> on her,out to see what was,staff rushed out to see what was happening and found the patient with blood streaming,agree,agree
639,19664,aunt cuts off <unknown> penis because he walked in while she was on the toilet,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
640,19685,teen wakes up <unknown> surgery and asks doctors <unknown> it going    ,<number> was midway through the,<unknown> <unknown> <number> was midway through the procedure to have a <unknown> growth removed from,agree,agree
641,19700,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,children of catholic families until,the law only applied to the biological children of catholic families until the <unknown> of,agree,agree
642,19705,<unknown> calls macabre selfie claims completely crazy        ,'s,cnn citing sources close to the investigation being carried out by the medical examiner 's,agree,agree
643,19720,five-year-old boy gets a bill for missing school friend 's birthday party   ,,alex says his friend will no longer play with him at school since the <unknown>,agree,agree
644,19721,teenager wakes up while undergoing brain surgery in <unknown> and asks the surgeons how the,a <unknown> growth from inside,<unknown> <unknown> <number> was undergoing surgery to remove a <unknown> growth from inside her head,agree,agree
645,19821,a <unknown> girl gave this <unknown> letter to her teacher after he came out as,,the unidentified girl apparently wrote the letter to a primary school teacher after he used,agree,agree
646,19854,man 's girlfriend <unknown> acid on his penis after he <unknown> recorded their sex session,,              ,agree,agree
647,19859,white house threatened james foley 's family with prosecution      ,,              ,agree,agree
648,19955,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,,the statement disputes what a source close to the <unknown> death investigation told cnn that,agree,agree
649,19988,<unknown> girl wakes up during brain surgery asks doctors <unknown> it going   ,<number> was midway through the,<unknown> <unknown> <number> was midway through the procedure to have a <unknown> growth removed from,agree,agree
650,20022,justin bieber saves man from bear attack        ,,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
651,20044,we just found out the <unknown> <unknown> who claim she was shot in the eye,,              ,agree,agree
652,20058,white house chief of staff <unknown> <unknown> no threats were made to foley <unknown> families,,we took every effort and will continue to take every effort to secure people he,agree,agree
653,20082,<unknown> <unknown> dead rumors not true         ,report recently went wild on,uh oh a report recently went wild on the internet that <unknown> <unknown> founder <unknown>,agree,agree
654,20127,brain surgery recovery teenage girl wakes up during procedure talks about cats   ,,<unknown> <unknown> allegedly didnt appear to wake up in pain and didnt sound panicked or,agree,agree
655,20147,missing kim jong-un suffering with condition after cheese binge      ,,the tubby tyrant is recovering from surgery after weight gain caused him to fracture his,agree,agree
656,20161,<unknown> <unknown> <unknown> <unknown> doctor denies taking selfie       ,<number> say reports she took,sources close to the doctor <number> say reports she took photo are lies  ,agree,agree
657,20183,a justin bieber <unknown> just saved a mans life who was being attacked by a,,<unknown> <unknown> mailonline <unknown> <unknown> id <number> title fisherman saved from bear attack by justin,agree,agree
658,20338,<unknown> to choose nevada for battery factory        ,,<unknown> is expected to announce that it has selected nevada for its new <unknown> ,agree,agree
659,20421,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,,<unknown> <unknown> thought he 'd said his final <unknown> to beloved <unknown> <unknown> when he,agree,agree
660,20475,five reasons <unknown> is definitely not real        ,,leading <unknown> researcher says a hoax is an understatement of photograph appearing to show a,agree,agree
661,20481,woman faces jail time after slicing off <unknown> nephew 's penis    ,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
662,20496,justin bieber helps defend russian fisherman from bear       ,,<unknown> <unknown> mailonline <unknown> <unknown> id <number> title fisherman saved from bear attack by justin,agree,agree
663,20574,argentina 's president <unknown> boy to end <unknown> curse      ,,many media reports described <unknown> as a boy but the guardian said he 's <number>,agree,agree
664,20610,<unknown> <unknown> the woman with three breasts        ,,a woman has spent <number> on surgery to get a third <unknown> and her dream,agree,agree
665,20632,miracle cat <unknown> from the dead five days after burial     ,is the cats owner and,<unknown> <unknown> is the cats owner and says <unknown> was hit by a vehicle and,agree,agree
666,20639,cruel aunt cuts off <unknown> <unknown> penis after he walks in on her using the,in a pool of blood,<unknown> <unknown> had <unknown> and was lying in a pool of blood   ,agree,agree
667,20662,when street <unknown> realize the women they 're <unknown> are their <unknown> in disguise ,is highly satisfying after their,the outcome is highly satisfying after their sons yell some fairly <unknown> things the horrified,agree,agree
668,20683,man in china recovering in hospital after wife chopped off his penis   ,,the <unknown> forgot to log out of his account after the message was sent which,agree,agree
669,20713,bear attack foiled by justin biebers music a story too good to check  ,,even bears cant stand justin biebers music a fisherman in russia was being attacked by,agree,agree
670,20728,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,after his justin bieber <unknown>,fisherman <unknown> <unknown> is lucky to be alive after his justin bieber <unknown> went off,agree,agree
671,20781,rise of the <unknown> cat pet who was killed and buried by his owner climbed,,a cat in the tampa bay region of florida has seemingly risen from the dead,agree,agree
672,20855,gay teacher receives touching letter from student <number> after he comes out   ,,the girl slipped the letter to the teacher shortly after the lesson and he claims,agree,agree
673,20857,wife chops off cheating husbands penis twice        ,,the <unknown> forgot to log out of his account after the message was sent which,agree,agree
674,20904,<unknown> cat is getting gender assignment surgery        ,,murphy was shocked to find out that her new <unknown> was in fact a <unknown>,agree,agree
675,20915,<unknown> girl wakes up during brain surgery asks doctors <unknown> it going   ,,experts said the operation may have triggered something that caused her to come round despite,agree,agree
676,20921,third <unknown> likely a hoax          ,,              ,agree,agree
677,20946,news read the touching letter this <unknown> girl sent her teacher after he came out,,              ,agree,agree
678,20962,they 're fake woman who claims to have surgically <unknown> third <unknown> is a self-proclaimed,,              ,agree,agree
679,21009,<unknown> cat <unknown> way out of grave and into our hearts    ,,i open the door and my neighbor 's standing there with the cat in her,agree,agree
680,21071,third <unknown> likely a hoax          ,,              ,agree,agree
681,21081,<unknown> <unknown> dead fans panic that <unknown> founder is gone     ,report recently went wild on,uh oh a report recently went wild on the internet that <unknown> <unknown> founder <unknown>,agree,agree
682,21089,lisa <unknown> did not send <unknown> tweet about bill <unknown> twitter account fake  ,,on saturday and sunday numerous websites such as <unknown> claimed <unknown> became the latest person,agree,agree
683,21112,outrage as children <unknown> dog fighting         ,,n a most horrific form of child abuse young children in a school in <unknown>,agree,agree
684,21117,dead cat <unknown> out of grave <number> days later      ,,the cat appeared to be lifeless and the owner buried him five days later the,agree,agree
685,21141,yes were being bought by microsoft         ,,              ,agree,agree
686,21143,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,,this letter from a little girl in support of her gay teacher might bring a,agree,agree
687,21151,how 's it going teenager wakes up during brain surgery and asks doctors for progress,,teenager wakes up while undergoing brain surgery in <unknown> and asks the surgeons how the,agree,agree
688,21191,children in dog fighting horror          ,,<unknown> said the school principal who will not be named to protect the identity of,agree,agree
689,21194,<unknown> cat to get gender assignment surgery        ,,the <number> <number> bill for the complicated surgery will be met thanks to a friend,agree,agree
690,21199,this third <unknown> is probably only real in our hearts     ,,              ,agree,agree
691,21211,justin bieber <unknown> saved a russian fisherman during a bear attack    ,,<unknown> suffered several cuts and large <unknown> around his face and chest and is currently,agree,agree
692,21231,ferguson and hong <unknown> have one important thing in common     ,,              ,agree,agree
693,21245,no argentina 's president did not <unknown> a jewish child to stop him turning into,,<unknown> and <unknown> <unknown> parents of seven boys in <number> wrote a letter to the,disagree,disagree
694,21367,<unknown> accidentally cut down worlds oldest tree in amazon forest     ,,between <number> and <number> the total area of forest lost in the amazon has more,agree,agree
695,21381,woman faces jail time after slicing off <unknown> nephew 's penis    ,,<unknown> <unknown> 's mother <unknown> <unknown> <number> said i had popped out to see a,agree,agree
696,21424,even though you 're gay i will always treat you the same way as i,,he explained to pink news after speaking to my head who was very <unknown> we,agree,agree
697,21432,<unknown> girl probably a hoax because obviously        ,,              ,agree,agree
698,21473,argentina 's president <unknown> boy to end <unknown> curse      ,,argentina 's president <unknown> <unknown> de <unknown> had a magical moment last week when she,agree,agree
699,21503,sandwich <unknown> gets comeuppance in this awesome office note saga     ,,what starts as a simple request to the turkey and swiss on <unknown> owner to,agree,agree
700,21504,florida woman gets plastic surgery to add a third <unknown>     ,,the final bit of evidence that suggests <unknown> third <unknown> is fake was the final,disagree,disagree
701,21529,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,,<unknown> <unknown> argentina <unknown> <unknown> president adopted a jewish <unknown> under a law intended to,agree,agree
702,21531,<unknown> writes moving letter to teacher who came out as gay to his class ,,this letter of support was given to a primary school teacher by a <unknown> girl,agree,agree
703,21540,fat dictator kim jong-un dying from cheese addiction       ,added that the <unknown> dictator,the source added that the <unknown> dictator had undergone an operation at the <unknown> clinic,agree,agree
704,21572,<unknown> cat awaits a gender <unknown> surgery to become a boy    ,,the cat is a <unknown> with both genitalia and while new owner <unknown> <unknown> above,agree,agree
705,21608,argentina 's president <unknown> young boy so he wo n't turn into <unknown>  ,adopted a jewish <unknown> under,<unknown> president adopted a jewish <unknown> under a law intended to <unknown> an old legend,agree,agree
706,21629,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,,<unknown> may not be able to take orlando <unknown> in a bare <unknown> fight but,agree,agree
707,21715,cheese addiction breaks kim jong-un 's ankles        ,,the tubby tyrant is recovering from surgery after weight gain caused him to fracture his,agree,agree
708,21747,<unknown> to split in <number> companies         ,,todays split is a significant change for the company following rumors from <number> that <unknown>,agree,agree
709,21782,<unknown> cat is getting gender assignment surgery        ,,since gender assignment surgery is more a medical need than a <unknown> one the initial,agree,agree
710,21785,justin bieber <unknown> saves russian fisherman from bear attack      ,,but then his cell phone started to ring and the bieber tone installed by his,agree,agree
711,21824,<unknown> lin 's penis stolen by thieves        ,<number> was asleep in bed,<unknown> lin <number> was asleep in bed at his home in <unknown> village near <unknown>,agree,agree
712,21883,<unknown> teenager killed in us air strikes in syria      ,,              ,agree,agree
713,21910,<unknown> cat <unknown> way out of grave and into our hearts    ,,five whole days later <unknown> face <unknown> his eye <unknown> emerged from his grave and,agree,agree
714,21942,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,<number> say reports she took,sources close to the doctor <number> say reports she took photo are lies  ,agree,agree
715,21976,third <unknown> likely a hoax          ,,tampa florida <unknown> <unknown> had made international headlines by posting pictures and videos claiming she,agree,agree
716,21992,a justin bieber <unknown> just saved a mans life who was being attacked by a,,it all went down when <unknown> fisherman <unknown> <unknown> attack by a brown bear was,agree,agree
717,22023,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
718,22033,<unknown> <unknown> doctor denies selfie          ,in a typical case of,in a typical case of <unknown> <unknown> <unknown> personal doctor <unknown> <unknown> is disputing the,agree,agree
719,22037,flight delayed due to rampaging scorpion         ,,              ,agree,agree
720,22055,grieving afghan mother takes bloody revenge by killing <number> taliban militants during seven hour battle,,<unknown> <unknown> center her daughter <unknown> left and <unknown> <unknown> killed <number> members of of,agree,agree
721,22203,no joke <unknown> billed for missing friends birthday party      ,,julie lawrence the birthday boys mother has defended the fee as necessary to <unknown> the,agree,agree
722,22241,hungry florida cat defies death digs its way out of grave to return home video,,the owner took the cat to the tampa bay humane society where <unknown> will have,agree,agree
723,22332,<unknown> teenager wakes up during brain surgery talks to doctor     ,,after her successful brain surgery recovery <unknown> told the daily mail about the experience ,agree,agree
724,22409,ferguson riots pregnant woman loses eye after cops fire bean bag round through car window,,thats when one of the cops fired a specialized bean bag round into the front,agree,agree
725,22523,florida woman has surgery to add third <unknown> to make herself <unknown> to men ,crazy massage <unknown> who goes,the admittedly crazy massage <unknown> who goes by the name <unknown> <unknown> told an orlando,agree,agree
726,22568,a <unknown> girl gave this <unknown> letter to her teacher after he came out as,,              ,agree,agree
727,22728,<unknown> cat buried cat <unknown> way out of grave after being left for dead ,cat pictured above has had,the <unknown> hell cat pictured above has had a shitty week first the <unknown> <unknown>,agree,agree
728,22748,teen wakes up during brain surgery asks how its going     ,,doctors say her brain was exposed at the time <unknown> professor <unknown> <unknown> said despite,agree,agree
729,22794,sorry argentina 's president did n't actually <unknown> a jewish <unknown>    ,,so sorry to burst your bubble <unknown> <unknown> jewish <unknown> this time but hey at,agree,agree
730,22832,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,<unknown> <unknown> <number> was <unknown> the boy for her sister and became so <unknown> at,agree,agree
731,22837,missing <unknown> in colorado sparks intense russian fears       ,,these media reports further report that whatever is missing it must be small enough to,agree,agree
732,22871,argentina 's president just adopted a son so he wo n't turn into a <unknown>,,according to tradition in the country the seventh son born to a family turns into,disagree,disagree
733,22916,woman has surgery to get third <unknown> the three most statistically unlikely <unknown> of <unknown>,,after the news that a <unknown> woman had an operation to add a third <unknown>,agree,agree
734,22938,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,<unknown> was sitting on the toilet sending text messages to her boyfriend when the <unknown>,agree,agree
735,22965,<unknown> the intersex cat to get gender assignment       ,,the <number> <number> bill for the complicated surgery will be met thanks to a friend,agree,agree
736,23162,the story of the <unknown> lady is as fake as her third <unknown>  ,of <number> snopes reports <unknown>,and in march of <number> snopes reports <unknown> was booked in tampa on a <unknown>,agree,agree
737,23164,transgender teen who committed suicide left <unknown> note saying she would never be happy ,,she says that she identified as a girl from the age of four and that,agree,agree
738,23189,justin bieber <unknown> <unknown> bear          ,fishing in northern russia was,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
739,23193,justin bieber <unknown> saved a russian fisherman during a bear attack    ,after his justin bieber <unknown>,fisherman <unknown> <unknown> is lucky to be alive after his justin bieber <unknown> went off,agree,agree
740,23221,justin bieber saved a guy getting <unknown> by a bear     ,,reports of more attacks in <unknown> bears on people <unknown> <unknown> <unknown> <unknown> ignored they,disagree,disagree
741,23234,korean <unknown> attacked by robot vacuum cleaner        ,,unable to free herself she called the fire department with a desperate rescue plea and,agree,agree
742,23262,brain op shock as teen wakes up <unknown>       ,,a teenager woke up during brain surgery to ask doctors how it was going <unknown>,agree,agree
743,23265,saudi arabian airline rep denies plan to separate men and women on flights  ,,according to an airline source quoted in stories claiming the opposite <unknown> airlines the state-run,agree,agree
744,23406,man saved from bear attack thanks to his justin bieber <unknown>    ,,<unknown> <unknown> mailonline <unknown> <unknown> id <number> title fisherman saved from bear attack by justin,agree,agree
745,23409,children used to replace fighting dogs         ,,n a most horrific form of child abuse young children in a school in <unknown>,agree,agree
746,23436,boy <number> billed with no show fee for missing friend 's birthday party  ,<unknown> herald it all happened,according to the <unknown> herald it all happened after <unknown> alex <unknown> was invited to,agree,agree
747,23458,the men caught <unknown> and wolf <unknown> their own mothers hilarious tv show <unknown> women,,the mother then turns around and walks up to her son the realization that he,agree,agree
748,23482,<unknown> president adopted a jewish <unknown> to stop him from turning into a <unknown> ,,so sorry to burst your bubble <unknown> <unknown> jewish <unknown> this time but hey at,disagree,disagree
749,23488,argentina president <unknown> young jewish boy as <unknown> to prevent him from turning into <unknown>,,it was reported that the adoption was connected to an ancient legend or myth where,disagree,disagree
750,23497,saudi arabian airline to separate <unknown> after men complain about blokes sitting next to their,,saudi arabia 's national airline <unknown> will order its staff to keep men and women,agree,agree
751,23506,south korean woman 's hair eaten by robot vacuum cleaner     ,,unable to free herself she called the fire department with a desperate rescue plea and,agree,agree
752,23509,cruel aunt cuts off <unknown> <unknown> penis after he walks in on her using the,,<unknown> <unknown> from henan province in central china is said to have attacked the boy,agree,agree
753,23538,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,adopted a jewish <unknown> under,<unknown> president adopted a jewish <unknown> under a law intended to <unknown> an old legend,agree,agree
754,23654,<unknown> president adopted a jewish <unknown> to stop him from turning into a <unknown> ,,according to tradition in the country the seventh son born to a family turns into,disagree,disagree
755,23668,woman bit by scorpion on alaska airlines flight is chill as hell   ,stated that flight attendants killed,alaska airlines stated that flight attendants killed the scorpion before maintenance staff checked the plane,agree,agree
756,23704,this <unknown> cat returned home five days after being buried by its owner  ,,the human society of tampa bay released a statement to abc explaining what happened to,agree,agree
757,23748,transgender teen <unknown> <unknown> <unknown> suicide by walking in front of semi truck blames christian,been affected by the issues,if you ve been affected by the issues in this article please call the <unknown>,agree,agree
758,23784,boy <number> given <number> <unknown> for missing friend 's birthday party    ,,it is all but impossible that ms lawrence will be able to recover the <number>,agree,agree
759,23791,president of argentina <unknown> jewish boy to stop him turning into <unknown>   ,,the <unknown> creature shows its true nature on the first friday after boys <unknown> birthday,agree,agree
760,23821,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,,what starts as a simple request to the turkey and swiss on <unknown> owner to,agree,agree
761,23832,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,,evil <unknown> <unknown> <number> was sending text messages to her boyfriend while sitting on the,agree,agree
762,23877,wife chops off cheating husbands penis twice        ,,the <unknown> forgot to log out of his account after the message was sent which,agree,agree
763,23976,woman has surgery to get third <unknown> the three most statistically unlikely <unknown> of <unknown>,,<unknown> filed the report after her bag was stolen from tampa international airport on september,disagree,disagree
764,24014,a pregnant woman has lost her eye after being shot w bean bag in ferguson,police officer fired a <unknown>,<unknown> <unknown> lost her left eye when a police officer fired a <unknown> bean bag,agree,agree
765,24064,transgender teen who committed suicide left <unknown> note saying she would never be happy ,,<unknown> <unknown> <number> died in the early hours of sunday morning when she walked out,agree,agree
766,24081,i never intended to kill his penis i was just angry <unknown> acid attack girl,,according to <unknown> the pair had been dating since december and while they agreed to,agree,agree
767,24101,justin bieber <unknown> <unknown> bear          ,,a russian man was recently able to <unknown> off a bear attack with a justin,agree,agree
768,24103,justin bieber <unknown> saved a russian fisherman during a bear attack    ,ordeal <unknown> 's phone which,during the ordeal <unknown> 's phone which has bieber 's baby as the <unknown> went,agree,agree
769,24139,florida woman gets third <unknown> surgically <unknown>        ,,<unknown> <unknown> <number> spent <number> for the plastic surgery she told an orlando radio station,agree,agree
770,24140,cruel aunt cuts her <unknown> nephew 's penis off because he burst in on her,,<unknown> <unknown> <number> was <unknown> the boy for her sister and became so <unknown> at,agree,agree
771,24155,even though you 're gay i will always treat you the same way as i,,this letter of support was given to a primary school teacher by a <unknown> girl,agree,agree
772,24196,scorpion <unknown> woman on <unknown> plane         ,trip home from los angeles,oregon state 's trip home from los angeles was delayed saturday after a scorpion <unknown>,agree,agree
773,24222,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,,the human society of tampa bay released a statement to abc explaining what happened to,agree,agree
774,24242,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,,if you ve ever worked in an office you 'll be familiar with those who,agree,agree
775,24253,adopting potential <unknown> is routine business for argentine presidents      ,,it has become customary since <number> but formally established in <number> for the president to,agree,agree
776,24294,justin bieber <unknown> <unknown> bear saves russian fisherman       ,after his justin bieber <unknown>,fisherman <unknown> <unknown> is lucky to be alive after his justin bieber <unknown> went off,agree,agree
777,24378,this campaign shows a pretty genius way to stop men <unknown> in the street ,,this performance by actors is based on interviews with real <unknown> who once harassed by,agree,agree
778,24414,woman <unknown> by scorpion on alaska airlines flight       ,,updates with victim killing scorpion by kevin murphy feb <number> reuters a scorpion <unknown> a,agree,agree
779,24449,adopting potential <unknown> is routine business for argentine presidents      ,,president <unknown> <unknown> de <unknown> adopted <unknown> <unknown> as her <unknown> due to an argentine,agree,agree
780,24458,miracle cat <unknown> from the dead five days after burial     ,,a cat in the tampa bay region of florida has seemingly risen from the dead,agree,agree
781,24497,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,,nope <unknown> president <unknown> <unknown> de <unknown> has not become <unknown> of a jewish baby,disagree,disagree
782,24533,passenger headed to dallas rages over merry christmas removed from plane    ,,              ,agree,agree
783,24542,<unknown> <unknown> brain surgery teen wakes up <unknown> on table chats about cat  ,,even though the teen woke up enough to carry on a conversation she was never,agree,agree
784,24555,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,,<unknown> <unknown> mailonline <unknown> <unknown> id <number> title fisherman saved from bear attack by justin,agree,agree
785,24582,justin bieber <unknown> saves russian fisherman from bear attack      ,bear <unknown> <unknown> face and,but as the bear <unknown> <unknown> face and back his mobile phone rang the <unknown>,agree,agree
786,24598,new twist charlie hebdo police investigator turns up dead <unknown>     ,,according to an article on <unknown> palestinians blog       ,agree,agree
787,24612,<unknown> cat named <unknown> to get gender <unknown>       ,,and as for a fellow <unknown> last year a liverpool cat with both male and,agree,agree
788,24629,<unknown> president adopted a jewish <unknown> to stop him from turning into a <unknown> ,,the creature only shows its true nature on the first friday after the boy 's,agree,agree
789,24648,dumb <unknown> photoshop ferguson <unknown> into awful viral meme      ,,brown was suspected of helping to knock over a convenience store before the confrontation with,agree,agree
790,24677,this <unknown> cat returned home five days after being buried by its owner  ,is the cats owner and,<unknown> <unknown> is the cats owner and says <unknown> was hit by a vehicle and,agree,agree
791,24773,a justin bieber <unknown> just saved a mans life who was being attacked by a,i think however thats just,i think however thats just code for im honestly just a true <unknown>  ,agree,agree
792,24790,canadian cat <unknown> to undergo gender <unknown> surgery after it is revealed to be a,,and as for a fellow <unknown> last year a liverpool cat with both male and,agree,agree
793,24818,pregnant woman loses eye during ferguson riots after officer shoots bean bag round at car,,ferguson mo cbs st <unknown> a pregnant woman lost her eye during protests in ferguson,agree,agree
794,24849,angry indian bride <unknown> wedding guest         ,,the young bride angry that her family had been kept in the dark about <unknown>,agree,agree
795,24859,<unknown> girl <unknown> acid on boyfriends penis after he leaked their sex tape  ,,              ,agree,agree
796,24885,<unknown> girl writes letter to amazing <unknown> teacher after he comes out as gay ,,the unidentified girl apparently wrote the letter to a primary school teacher after he used,agree,agree
797,24932,woman adds third <unknown> by undergoing surgery to participate in reality show   ,,after the news that a <unknown> woman had an operation to add a third <unknown>,agree,agree
798,24954,missing afghan soldiers taken into custody at canadian border      ,,the three officers from <unknown> army who went missing inside the united states have been,agree,agree
799,24977,pregnant ferguson woman loses her eye after police shoot her car with bean bag during,,ferguson mo cbs st <unknown> a pregnant woman lost her eye during protests in ferguson,agree,agree
800,25007,the story of the <unknown> lady is as fake as her third <unknown>  ,,              ,agree,agree
801,25038,justin bieber <unknown> saved a russian fisherman during a bear attack    ,fishing in northern russia was,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
802,25061,sexually frustrated female <unknown> killed male because his penis was too small   ,,<unknown> some birds want the whole package none more so than a particularly demanding snowy,agree,agree
803,25101,wife chops off cheating husbands penis twice then stray animal <unknown> it   ,taken to hospital where he,he was taken to hospital where he had it sewn back on however his <unknown>,agree,agree
804,25110,<unknown> it going teen wakes up during brain surgery      ,,after her successful brain surgery recovery <unknown> told the daily mail about the experience ,agree,agree
805,25146,<unknown> <unknown> <unknown> <unknown> doctor denies taking selfie       ,,according to tmz <unknown> <unknown> 's personal doctor <unknown> <unknown> has denied cnn 's allegations,agree,agree
806,25150,madonna offered <unknown> sex to clinton voters        ,,if you vote for <unknown> clinton madonna told the crowd at madison square garden i,agree,agree
