,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
559,23892,<unknown> is better not together company to split into <unknown> and <unknown> businesses  ,<unknown> said its <unknown> would,<unknown> said its <unknown> would own a stake in both businesses through a <unknown> transaction,agree,agree
560,24014,a pregnant woman has lost her eye after being shot w bean bag in ferguson,after she lost her left,a pregnant st louis woman wants justice after she lost her left eye in a,agree,agree
561,24064,transgender teen who committed suicide left <unknown> note saying she would never be happy ,<unknown> <number> died in the,<unknown> <unknown> <number> died in the early hours of sunday morning when she walked out,agree,agree
562,24083,<unknown> blasts fake report alleging she was abused by bill <unknown> keep me out of,<unknown> photo by rick <unknown>,<unknown> <unknown> photo by rick <unknown> view all <number> photos <unknown> <unknown> photo by <unknown>,agree,agree
563,24101,justin bieber <unknown> <unknown> bear          ,was recently fishing in russia,<unknown> year old <unknown> <unknown> was recently fishing in russia 's <unknown> republic when he,agree,agree
564,24141,no argentina 's president did not <unknown> a jewish child to stop him turning into,available to catholics but <unknown>,until <number> the tradition was only available to catholics but <unknown> was the first jewish,agree,agree
565,24153,angry indian bride <unknown> wedding guest         ,<unknown> his wife to be,but once the <unknown> ceremony where the <unknown> <unknown> his wife to be started the,agree,agree
566,24155,even though you 're gay i will always treat you the same way as i,letter from a little girl,this letter from a little girl in support of her gay teacher might bring a,agree,agree
567,24196,scorpion <unknown> woman on <unknown> plane         ,confirmed in an email to,an alaska airlines spokesperson confirmed in an email to espn that the incident occurred while,agree,agree
568,24242,office sandwich <unknown> is caught after hilarious note war reaches <unknown> <unknown>   ,ve ever worked in an,if you ve ever worked in an office you 'll be familiar with those who,agree,agree
569,24371,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,russia was being attacked by,a fisherman in russia was being attacked by a brown bear and escaped death when,agree,agree
570,24414,woman <unknown> by scorpion on alaska airlines flight       ,    ,              ,agree,agree
571,24458,miracle cat <unknown> from the dead five days after burial     ,<unknown> the miracle cat was,according to the humane society of tampa bay <unknown> the miracle cat was buried by,agree,agree
572,24555,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,    ,              ,agree,agree
573,24582,justin bieber <unknown> saves russian fisherman from bear attack      ,from being <unknown> by a,justin biebers song has saved a russian man from being <unknown> by a bear ,agree,agree
574,24612,<unknown> cat named <unknown> to get gender <unknown>       ,to have bowel and <unknown>,<unknown> dual gender has caused the cat to have bowel and <unknown> troubles the solution,agree,agree
575,24648,dumb <unknown> photoshop ferguson <unknown> into awful viral meme      ,<unknown> into awful viral meme,dumb <unknown> photoshop ferguson <unknown> into awful viral meme expand     ,agree,agree
576,24656,<unknown> president denies offering land to palestinians        ,    ,              ,agree,agree
577,24677,this <unknown> cat returned home five days after being buried by its owner  ,at the humane society of,doctors at the humane society of tampa bay are scheduling surgery to save <unknown> life,agree,agree
578,24755,isis beheads second american journalist          ,east to cover the suffering,steven is a journalist who traveled to the middle east to cover the suffering of,agree,agree
579,24773,a justin bieber <unknown> just saved a mans life who was being attacked by a,heroic when <unknown> <unknown> was,no the <unknown> didnt do anything heroic when <unknown> <unknown> was en route to his,agree,agree
580,24849,angry indian bride <unknown> wedding guest         ,arms to do that <unknown>,just as he extended his arms to do that <unknown> had an <unknown> fit falling,agree,agree
581,24859,<unknown> girl <unknown> acid on boyfriends penis after he leaked their sex tape  ,girl on saturday january <number>,a <unknown> girl on saturday january <number> poured acid on the private part of her,agree,agree
582,24871,<unknown> to split into two companies         ,struggled to adapt to the,shares of the company which has struggled to adapt to the new era of mobile,agree,agree
583,25007,the story of the <unknown> lady is as fake as her third <unknown>  ,    ,              ,agree,agree
584,25094,justin bieber saved this guy from a bear attack      ,<unknown> survived with only cuts,thanks to <unknown> <unknown> <number> single <unknown> survived with only cuts and severe <unknown> to,agree,agree
585,25101,wife chops off cheating husbands penis twice then stray animal <unknown> it   ,<unknown> and joy was <unknown>,the <unknown> <unknown> and joy was <unknown> off with a pair of scissors as he,agree,agree
586,25152,madonna offered <unknown> sex to clinton voters        ,square garden on tuesday night,<unknown> <unknown> the stage of madison square garden on tuesday night as the opening act,agree,agree
587,25154,eggs are nearly as bad for your heart as <unknown>     ,<unknown> in the arteries of,in the study the researchers measured <unknown> plaque <unknown> in the arteries of <number> men,agree,agree
588,25155,eggs are nearly as bad for your heart as <unknown>     ,and cholesterol and between cholesterol,implication while the link between eggs and cholesterol and between cholesterol and heart disease is,agree,agree
589,25162,high intensity <unknown> training <unknown> is dangerous        ,study of up to <number>,a study of up to <number> former olympic athletes published in the british medical journal,agree,agree
590,25163,high intensity <unknown> training <unknown> is dangerous        ,is hailed as the best,it is hailed as the best way to get fit with celebrities including kim kardashian,agree,agree
591,25167,trump plans to pull out of paris climate accord      ,<unknown> the mood inside the,<unknown> the mood inside the <unknown> this week has been one of nervous optimism in,agree,agree
592,25182,genetically modified foods are <unknown> to health        ,    ,              ,agree,agree
593,25184,genetically modified foods are <unknown> to health        ,<unknown> them safe for human,the truth is we dont know enough about gmos to <unknown> them safe for human,agree,agree
594,25191,climate change is a hoax          ,<unknown> on record for the,last year the <unknown> on record for the third year in a <unknown> was about,disagree,disagree
595,25205,trump assures french president <unknown> you were my guy after saying before his election that,<unknown> french president emmanuel <unknown>,president donald trump <unknown> <unknown> french president emmanuel <unknown> and in a brief <unknown> at,agree,agree
596,25206,trump assures french president <unknown> you were my guy after saying before his election that,'s the strongest on what,she 's the strongest on borders and she 's the strongest on what 's been,agree,agree
597,25213,madonna jokes about offering <unknown> sex to <unknown> clinton voters     ,im not a tool i,im not a tool i take my time madonna boasted     ,agree,agree
598,25214,madonna jokes about offering <unknown> sex to <unknown> clinton voters     ,katy perry arranged for her,shes already taken her top off publicly associated with katy perry arranged for her son,agree,agree
599,25217,eating eggs as bad for your heart as smoking      ,be part of a healthy,the <unknown> eggs can be part of a healthy diet for healthy people has confused,agree,agree
600,25218,eating eggs as bad for your heart as smoking      ,<unknown> canadian researchers examined <number>,<unknown> canadian researchers examined <number> patients at london 's health sciences centre 's university hospital,agree,agree
601,25222,study eggs are nearly as bad for your arteries as <unknown>    ,and cholesterol and between cholesterol,implication while the link between eggs and cholesterol and between cholesterol and heart disease is,agree,agree
602,25227,cracking up debunking the eggs as bad as <unknown> myth     ,reported <unknown> on the matter,publications like the daily mail and fox news have reported <unknown> on the matter but,agree,agree
603,25233,<unknown> fat do n't believe the big fat lie      ,<unknown> like rats and dogs,feeding high <unknown> of fat and cholesterol to <unknown> like rats and dogs does not,agree,agree
604,25236,<unknown> fat do n't believe the big fat lie      ,making the supposed <unknown> <unknown>,governments followed by making the supposed <unknown> <unknown> disease connection a matter of public health,agree,agree
605,25238,everyone was wrong <unknown> fat can be good for you     ,this subject should go to,the last word on this subject should go to julia child enjoy eating <unknown> <unknown>,agree,agree
606,25248,heart specialist questions benefits of <unknown> <unknown> workout regime      ,study of up to <number>,a study of up to <number> former olympic athletes published in the british medical journal,agree,agree
607,25253,high intensity training does more harm than good raising the risk of cancer and heart,<unknown> <unknown> training does more,scientists revealed exhausting <unknown> <unknown> training does more harm than good when attempted by people,agree,agree
608,25327,donald trump admits this russia thing part of <unknown> for firing comey   ,<unknown> by the russia investigation,he had grown <unknown> by the russia investigation two advisers said frustrated by his inability,agree,agree
609,25330,health risks of genetically modified foods         ,    ,              ,agree,agree
610,25332,health risks of genetically modified foods         ,<unknown> them safe for human,the truth is we dont know enough about gmos to <unknown> them safe for human,agree,agree
611,25336,<number> <unknown> studies proving gmos can be <unknown> to human health    ,<unknown> and the <unknown> of,given the potential <unknown> of these environmental <unknown> and the <unknown> of the fetus more,agree,agree
612,25341,<number> studies proving gmos are <unknown> not if science matters     ,<unknown> that affect <number> million,<number> new study links gmos to <unknown> <unknown> that affect <number> million americans  ,agree,agree
613,25342,the baseless claim that slain <unknown> staffer seth rich gave emails to <unknown>  ,we have this very strange,we have this very strange story now of this young man who worked for the,agree,agree
614,25343,the baseless claim that slain <unknown> staffer seth rich gave emails to <unknown>  ,an explosive report linking the,on <number> may <number> fox news published an explosive report linking the death of murdered,agree,agree
615,25346,<unknown> staffer seth rich did not send thousands of e-mails to <unknown> before he was,statement the thin case that,contrary to <unknown> statement the thin case that rich was the <unknown> leaker is in,agree,agree
616,25347,<unknown> staffer seth rich did not send thousands of e-mails to <unknown> before he was,there was a conspiracy between,the fox report claimed that there was a conspiracy between the local police department the,agree,agree
617,25357,the bonkers seth rich conspiracy theory explained        ,right-wing news outlets to stop,<unknown> family has been begging right-wing news outlets to stop spreading unfounded rumors about him,agree,agree
618,25362,climate change is not a hoax ask any <unknown> seeing it firsthand   ,want to their mutual benefit,one exists to provide buyers and <unknown> what they want to their mutual benefit the,disagree,disagree
619,25364,is climate change real and is the world actually getting <unknown>    ,which claimed the lives of,ironically the famously <unknown> northwest passage which claimed the lives of numerous <unknown> trying to,agree,agree
620,25366,is climate change real and is the world actually getting <unknown>    ,<unknown> weather stations and <unknown>,researchers analyzed temperature observations from <unknown> weather <unknown> weather stations and <unknown> and found the,disagree,disagree
621,25382,climate change the hoax that costs us <number> billion a day    ,<unknown> in the field of,nowhere is this <unknown> in the field of the environment which i sincerely believe and,agree,agree
622,25390,republicans call <unknown> a failure these <number> charts show they could n't be more wrong,fell by more than <number>,<unknown> rates fell by more than <number> percentage points among the poorest americans eligible for,agree,agree
